recharge
go_right
go_right
go_right
go_right
go_right
go_right
go_right
Deploy_miner
Deploy_miner
Deploy_miner
Deploy_miner
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
Deploy_miner
Deploy_miner
Deploy_miner
Deploy_miner
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
Deploy_miner
Deploy_miner
Deploy_miner
Deploy_miner
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
Deploy_miner
Deploy_miner
Deploy_miner
Deploy_miner
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
Deploy_miner
Deploy_miner
Deploy_miner
Deploy_miner
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
Deploy_miner
Deploy_miner
Deploy_miner
Deploy_miner
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
Deploy_miner
Deploy_miner
Deploy_miner
Deploy_miner
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
Deploy_miner
Deploy_miner
Deploy_miner
Deploy_miner
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
Deploy_miner
Deploy_miner
Deploy_miner
Deploy_miner
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
Deploy_miner
Deploy_miner
Deploy_miner
Deploy_miner
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
Deploy_miner
Deploy_miner
Deploy_miner
Deploy_miner
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
Deploy_miner
Deploy_miner
Deploy_miner
Deploy_miner
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
Deploy_miner
Deploy_miner
Deploy_miner
Deploy_miner
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
Deploy_miner
Deploy_miner
Deploy_miner
Deploy_miner
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
Deploy_miner
Deploy_miner
Deploy_miner
Deploy_miner
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
Deploy_miner
Deploy_miner
Deploy_miner
Deploy_miner
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
Deploy_miner
Deploy_miner
Deploy_miner
Deploy_miner
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
Deploy_miner
Deploy_miner
Deploy_miner
Deploy_miner
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
Deploy_miner
Deploy_miner
Deploy_miner
Deploy_miner
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
Deploy_miner
Deploy_miner
Deploy_miner
Deploy_miner
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
Deploy_miner
Deploy_miner
Deploy_miner
Deploy_miner
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
Deploy_drone
Deploy_drone
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
go_right
Deploy_miner
Deploy_miner
Deploy_miner
Deploy_miner
go_right
go_right
go_right
go_right
Deploy_drone
Deploy_drone
