-20.00 -20.00.1 1.00 1.00.1 1.00.2 1.00.3 1.00.4
1.0 -20.0 1.0 1.0 1.0 1.0 1.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
1.0 1.0 1.0 1.0 1.0 1.0 1.0
1.0 1.0 1.0 1.0 1.0 1.0 1.0
1.0 1.0 1.0 1.0 1.0 1.0 1.0
1.3178841516668791 -4.065819588896854 -7.752420985905086 0.8551842204612897 -2.0029133523906864 0.9575329798166796 1.0391506695904251
-20.0 -20.0 0.94 1.0 1.0 1.0 -20.0
-20.0 -20.0 0.94 1.0 1.0 1.0 -20.0
-13.46 -16.759999999999998 0.94 1.0 1.0 1.0 -20.0
-13.46 -20.0 0.898 0.94 1.0 1.0 -9.392
-20.0 -20.0 1.0 1.0 0.898 0.94 -20.0
-20.0 -20.0 0.94 1.0 1.0 0.94 -20.0
-13.46 -14.492 0.94 1.0 0.94 1.0 -13.76
-20.0 -20.0 1.0 1.0 0.94 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 0.94 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 0.94 1.0 -20.0
-20.0 1.0 1.0 1.0 1.0 1.0 -20.0
-20.0 1.0 1.0 1.0 1.0 1.0 -20.0
-20.0 1.0 1.0 1.0 1.0 1.0 -20.0
-20.0 1.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-13.511105888 -20.0 0.94 1.0 1.0 1.0 -20.0
1.19270752 -16.759999999999998 1.0 1.0 1.0 1.0 -20.0
1.0 -20.0 1.0 1.0 1.0 1.0 -20.0
1.0 -20.0 1.0 1.0 1.0 1.0 -20.0
1.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
1.0 1.0 1.0 1.0 1.0 1.0 -20.0
1.2228064222940822 -5.646930211864084 -5.651324001779399 1.0071578279703195 -7.38617123184436 0.8297510641835171 -9.32794107705914
1.0 1.0 1.0 1.0 1.0 1.0 -20.0
1.0 1.0 1.0 1.0 1.0 1.0 -20.0
-13.46 -16.759999999999998 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 0.94 1.0 1.0 -20.0
-20.0 -20.0 1.0 0.94 1.0 1.0 -13.76
-20.0 -20.0 1.0 1.0 1.0 1.0 1.0
-20.0 -20.0 1.0 1.0 1.0 1.0 1.0
-20.0 -20.0 1.0 1.0 1.0 1.0 1.0
-20.0 -20.0 1.0 1.0 1.0 1.0 1.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 0.94 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 1.0 1.0 1.0 1.0 1.0 1.0
-20.0 1.0 1.0 1.0 1.0 1.0 1.0
-20.0 1.0 1.0 1.0 1.0 1.0 1.0
-20.0 1.0 1.0 1.0 1.0 1.0 1.0
-20.0 -20.0 0.94 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 0.94 1.0 1.0 -20.0
-8.9413856 -16.759999999999998 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 0.94 1.0 -13.76
1.0 -20.0 0.94 1.0 1.0 1.0 0.898
1.3157229624663571 -16.7024 0.9369494260438912 -5.575256 1.0 0.94 0.9976
1.2492506108107446 -14.492 0.99592 1.0 1.0 0.94 1.0
1.60792 -20.0 0.94 -5.4192176 0.94 1.05447616 1.03792
-5.779738115983999 -16.759999999999998 0.9491008 -2.06 1.0 0.898 -20.0
0.2345242206278133 -12.88892864 0.833614 -5.6675177216 0.94 1.064464 -2.6544819430399995
-5.947091788256774 -10.15149860247296 0.8556526950669655 -6.81305216247296 0.8819022784 0.8542000000000001 -2.75792816247296
-13.587991186624864 -10.503693443226656 -8.390241611524162 0.9586764877242836 0.8196765468160001 0.8177163607954132 -20.0
1.0 1.0 1.0 1.0 1.0 1.0 1.0
1.0 1.0 1.0 1.0 1.0 1.0 1.0
1.0 1.0 1.0 1.0 1.0 1.0 1.0
1.0 1.0 1.0 1.0 1.0 1.0 1.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 0.94 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 0.94 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 1.0 1.0 1.0 1.0 1.0 -20.0
-13.46 1.0 1.0 1.0 1.0 1.0 -20.0
-20.0 1.0 1.0 1.0 1.0 1.0 -20.0
-20.0 1.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -16.759999999999998 1.0 1.0 1.0 1.0 -13.76
-20.0 -20.0 0.994144 0.9976 1.0 0.94 -13.76
1.37344 -16.759999999999998 0.94 0.94 1.0 1.0 -20.0
1.4574999756308271 -16.65661921395611 1.0 1.066144 1.0 0.8584313886505339 -13.656619213956107
1.0 -16.759999999999998 1.0434677368812622 0.898 0.94 0.994144 -20.0
1.4311155703385925 -16.66208 1.0 0.924301312 0.898 1.0 -2.49580544
-13.596510323345258 -20.0 0.8676963607954131 0.84412 -1.9905385564637432 -2.1164 -6.352256
-9.131223329781644 -16.759999999999998 -6.792416186647797 0.8030454581422817 0.915734836647555 0.898 -9.392
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
1.0 1.0 1.0 1.0 1.0 1.0 -20.0
1.0 1.0 1.0 1.0 1.0 1.0 -20.0
1.0 1.0 1.0 1.0 1.0 1.0 -20.0
1.0 1.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 1.0
-20.0 -20.0 1.0 1.0 1.0 1.0 1.0
-20.0 -20.0 1.0 1.0 1.0 1.0 1.0
-20.0 -20.0 1.0 1.0 1.0 1.0 1.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-13.4744 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 0.94 1.0 1.0 -20.0
-13.487936 -2.06 0.94 1.0 0.94 1.0 0.94
-20.0 -2.06 1.0 1.0 0.94 -2.06 1.0
-20.0 1.0 1.0 1.0 1.0 1.0 1.0
-20.0 1.0 1.0 1.0 1.0 1.0 1.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-13.46 -16.759999999999998 1.0 0.898 1.0 1.0 -20.0
-20.0 -16.759999999999998 0.94 0.898 0.94 1.0 -13.76
-20.0 -16.759999999999998 0.994144 1.073747336274615 0.84802 -4.202 -9.392
1.2256 -16.759999999999998 0.94 1.0 0.94 -4.202 0.94
1.0 -20.0 0.94 0.94 0.94 -2.06 0.94
1.0 -20.0 1.0 0.893637416443607 1.0 1.0 0.94
1.0 -20.0 1.0 0.94 0.94 1.0 1.0
-20.0 -12.9044 1.0 -5.7014 -4.202 0.94 -12.9044
-20.0 -11.79308 0.8835999999999999 1.0 1.0 0.898 -20.0
-6.172088196690284 -10.5021452 0.8686 -5.7158 0.8686 0.898 -14.492
-13.681550236466723 -12.9044 0.94 -2.06 0.94 0.833614 -14.492
1.0159673527451691 -4.19816783534116 0.94 -2.06 0.94 0.8149888000000001 -4.195485320079971
1.029712429525612 -4.195645195901369 0.898 -4.193628777754997 0.94 0.94 -4.191196833032326
1.009761175620279 -6.750979999999999 0.8437380076797554 -4.202 0.8783827149474633 0.8601730210958135 -5.7014
1.2443033551215998 -4.199990492589524 0.8024322594035793 -2.0579904925895245 0.835956682148867 0.8442420508742439 -4.194180765913833
-0.6728587985881614 -12.934051335904028 0.7181851417542366 -9.20302441691464 0.8568916421197689 0.9053657153121192 -9.862377949271815
-6.158486012717187 -14.53495808 0.655047759458524 -6.808449578548983 0.7475474650318357 0.8295867535771887 -10.194911806462274
0.2402381972202743 -9.520049023700304 0.675182378778574 -7.627736313013103 0.7134057015377258 0.682676203545633 -11.117272006861445
0.5333025006225618 -9.468503046587102 0.638387710175296 -8.78302403362553 0.7231743837440147 0.7471796746561159 -11.929854727334748
0.7202414787632796 -10.2153931616 0.714996991312 -9.170818130008303 0.7001232339314433 0.6361006980563473 -9.58574182656944
-2.490221597835094 -11.85500468864 0.8133804640000001 -5.73596 0.64167924346336 0.7676419600000001 -10.13421512864
-0.1860693797217989 -10.56299672 0.6479025824154839 -9.047768842339998 0.7341543313600001 0.7373054455913436 -9.40208045283956
-0.1498979900237632 -10.605436202981458 0.6384698641977572 -5.7412304 0.673782125176 0.8335915727680879 -9.951247234695655
-1.4134528935616142 -11.8591538816 0.698555535325339 -8.124920012156696 0.6366648387385196 0.7307842909470973 -9.441722870038914
0.8718320095132613 -10.167349627809616 0.6848127509596741 -9.203416442663762 0.711270360016 0.8172363698000581 -9.61855756188896
0.8697465831500465 -9.337556764170742 0.8392714424403057 -9.265403858352192 0.7105016055263828 0.6912032547457881 -9.329369060323208
1.0422572058337851 -9.19727157373378 0.7433229856612906 -9.103708011114598 0.6769272090906201 0.7461074240670544 -9.176745430333671
1.0205010452652328 -9.247309264100624 0.7933223697493541 -9.26161933577285 0.8400749957252478 0.7746519637383266 -9.2130239319845
1.0202585657079697 -9.19393705896008 0.7989835529874081 -9.219008335186814 0.7673752507584214 0.814973726013739 -9.210647243213083
1.0181282767702016 -9.19520798311399 0.7214797240439207 -9.212939338721986 0.7919048484051006 0.7974566280709047 -9.206491822317837
1.0026776384982157 -9.255103866330774 0.5606686855433325 -9.26949025392563 0.7850912485927967 0.8270159448263319 -9.401742475447673
0.8816496376476406 -9.503619379792571 0.5599759242337232 -9.45321298666402 0.6976990311845304 0.6955875480229147 -9.439188873786684
0.5199818280834894 -9.600521070394803 0.6268547507347303 -8.835098194870382 0.5472790101027469 0.7099898780996693 -10.644467643355297
-2.441234854995451 -9.971798566771358 0.7130393563556019 -9.340513197309264 0.6378749649730079 0.6333461093572311 -11.161816462715027
0.7465524370829337 -11.8380461203696 0.8570119386806977 -9.000111661187178 0.6365810587145031 0.6355527314699999 -9.709451180293929
1.0656272290850697 -10.43391584206158 0.828522813228329 -9.007437415589338 0.7326161955639855 0.8028419221501749 -9.256164100728292
1.0627620630841963 -9.240027146167478 -8.754373844117282 -8.565915217658223 0.8509236930825353 0.7161093382198669 -10.0533996379486
1.0805562766084125 -16.759999999999998 0.898 0.94 -5.668533039143767 0.8895223135269141 -16.74066649361398
1.0 -16.759999999999998 0.84802 0.94 0.9173335063860192 0.9844877310180632 -16.759999999999998
-6.177333702394899 -12.9044 0.94 0.84802 0.94 0.9459055219399056 -14.492
-1.4468894880555383 -16.774017221781524 0.799054 0.8686 0.94 0.9040539785107876 -10.470609199999998
-6.180115104477181 -11.81756 0.8035920419681901 0.8724321646588407 0.8686 0.7209008563031939 -12.958011199999998
-4.021703436297431 -12.91810865663553 0.8991380087006681 0.9428805973519598 0.809496323180807 0.7584214274648162 -11.80678865663553
1.0321285620649203 -6.735792759702658 0.884604043284074 0.82946381388308 1.0 0.8542000000000001 -12.895227347409715
1.0343066184316196 -7.985552191731166 0.9285749529048064 0.8887965632200672 0.9122392790496852 0.7668986920560001 -12.89214615038977
1.0987539874675871 -6.667556378203945 0.8345581507048231 0.7809145821730011 0.8606906469105388 0.8841010319010346 -11.70445012299277
1.0679763564290403 -6.721249032792578 0.6950406335722833 0.7123822169777257 0.9080664263332426 0.8733614768195644 -10.075152712279454
-1.2984278058012253 -9.608185526767686 0.7435972048559145 0.6313950048877567 0.8203352225922209 0.835563217346739 -9.745591949126933
-0.0902414823608532 -10.53089089306272 0.6566160385864704 0.6584152610934678 0.6872155077958999 0.8817121974241401 -9.35342161361578
0.5351289645806693 -9.65703123880213 0.764038402 0.624573097878496 0.720520922254561 0.7369280417590711 -10.593858984563784
-6.1400164554524 -11.824616 0.6773017686154831 0.87352 0.735654172 0.7692324181509875 -12.935936
0.2212097150739854 -9.756307265314067 0.8361588798128864 0.6562231617489881 0.7919938 0.723620584 -8.719185154784517
1.0637295118183845 -9.225571899510095 0.7308479112438019 0.674986542034683 0.6639949284188322 0.6711008394477627 -8.953600505045143
0.9533902366630268 -9.315707882516788 0.7764367781606484 0.6354677481733619 0.8725370507069525 0.60788301475416 -8.974561180192701
1.470460220290517 -9.344553259514075 0.7439003448485425 0.7186481043024506 0.7444830264370494 0.7120060647530322 -9.255581747575048
1.02536462242645 -9.409669717388232 0.7362585501493654 0.678274976801658 0.7554859189061653 0.6325148748367216 -9.435918613565796
0.9853205458380668 -9.276709202229396 0.691579209095163 0.8499263815530486 0.6811187320791054 0.5946518074462683 -9.250517537943974
1.0197208975016323 -9.263367828422991 0.7887337480254554 0.7544072840268249 0.7388329357174751 0.7526304849493207 -9.461276520775186
1.1921738047056725 -9.210804351450127 0.8031703188569762 0.783974570881285 0.76401263216788 0.8113228757150098 -9.19863899095678
1.023683478200898 -9.195870093106398 0.8334384325166647 0.7653622243947461 0.8743943427707259 -9.207652852277793 -9.24855069141756
1.0539895229846623 -9.103704454334611 0.7219416848642825 0.7044200227456842 0.7616314513661454 -9.224623817295065 -9.177777020945577
0.971955062976031 -9.24225141250297 0.7729618417456675 0.6418703809004407 0.8365811694287959 -9.208796603635635 -9.26998586537762
1.000189233295502 -9.25947192442912 0.5793151208747132 0.5450615651406854 0.7280224562553917 0.5902968982592669 -9.24995432844174
0.6146431543913085 -9.691826610739083 0.6308863502082368 0.6077758810805425 0.7226424473594159 0.6706012798448929 -9.42568137851721
0.1811699683742039 -9.64979191844614 0.7772084752822547 0.7191614564440398 0.6217511935250585 0.667051882390528 -9.6739961649519
1.043311036599666 -9.365970130255365 0.7077319677078374 0.8447021941759264 0.6639611879287296 0.6495241902942003 -9.20789826029294
0.7337353816960833 -10.534688207871326 -8.860470718802535 0.85934433737793 0.7845839764995535 0.6453885349961451 -10.548822822654984
1.0268278140143925 -10.018800921727433 0.9369643892672084 0.8969917716757861 -7.4221891949488015 0.8478201359514053 -8.54201291493291
1.185365545908596 -11.78361969106465 0.8786393872978395 0.8686 0.8808847354826967 0.94 -6.660457205638801
1.0316100461478954 -11.000197312926218 0.8766245754608093 0.94 0.9455115740567592 0.84802 -6.7450744780600935
1.0205730918343046 -11.006201432959218 0.7190198054395315 0.8839827782184758 0.8832139821839826 0.8684119469759229 -8.349269674222423
-1.4434771844289989 -9.728495874470871 0.7467381213837336 0.7410245657446867 0.825042489331381 0.8089888744184247 -9.611537688734884
-4.022058576815869 -16.794285730678432 0.7534183863498056 0.8002250837195997 0.7164324751291281 0.8571427888398752 -11.085860450083104
-9.280702390889632 -11.0516312 0.7777589805041433 0.8333749696444149 0.8660324175240331 0.7507980837329181 -11.069383419794232
0.2085549098139939 -9.698236371502851 0.8780856606986829 0.8640240432840741 0.779386580205768 0.8686 -9.568500082015856
1.0904167071729909 -8.552564582707108 0.8649963843506097 0.9168151187781958 0.7227534413030288 0.77999566 -7.970052544495151
1.05898476630774 -7.938596193554575 0.8299193573674725 0.8288276180637307 0.8774688127975871 0.8919819186191035 -8.851575426951445
1.0796843632568167 -8.580582528881113 0.8794301754440293 0.6974723723768109 0.8877709681511037 0.8861845782951876 -9.13823466059224
1.0697518777576198 -8.99603210148641 0.7193126684951529 0.7733323069372801 0.8502301445690504 1.0096915976662413 -8.551972594266132
0.2388696523699978 -10.16697074974222 0.7156907341509875 0.6547062431367366 0.8643725011834329 0.866704015138477 -9.904651256681277
-6.165475227506326 -9.412414658208572 0.7302408665714633 0.8075848000000001 0.7464555464244158 0.8280844089624478 -11.09178848
-9.257856030943987 -14.492 0.6853755493120001 0.730197952 0.7170857641509876 0.7792243607144301 -12.97505504
-2.473636559880294 -9.932353322146604 0.6645021189574443 0.8474345182855436 0.6861219395426875 0.707626024801991 -9.7837007999097
0.6170687724027341 -10.650323732366726 0.7009916760361148 0.7290015415740414 0.7051986536068262 0.6256531494304665 -10.283599344872467
0.918114766535284 -9.92843462085584 0.6052107545889832 0.8559793327549828 0.6091349056337043 0.6444600719217178 -9.37830763444424
1.177221854723684 -9.812120377287872 0.6040561347781404 0.7249314278936713 0.6803416374765918 0.6134327247460668 -9.351012246126915
0.4546410200674781 -9.542763981693746 0.7655086736888765 0.7602080616445215 0.682150583788485 0.6690582079113199 -9.609401683067976
1.0267744822937734 -9.302444913082216 0.7196907632555243 0.7637861032858834 0.6079066877185262 0.8263866854914169 -9.205500035498648
1.127995067003194 -9.281237584559287 -9.238411400018467 0.8091719973991892 0.7442764362572141 0.6538943100677057 -9.255569442208564
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 1.0 1.0 1.0 1.0 1.0 -20.0
0.4321010734275645 -8.80993475065088 0.647406001971436 0.7448465200214851 -8.819310736472769 0.639047011949536 -9.531203064417475
0.8285855221766002 -9.312550465023476 0.69555335356 0.5747638045148253 0.5840733427716024 0.7460184896800001 -9.372908266379566
0.1858601064906939 -9.28093096107858 0.6481387995177648 0.6449922013767997 0.7216593604000001 0.7324764814 -9.93997706986496
0.4349198831257074 -9.963243335745627 0.6728015892677501 0.8011383117847852 0.6267000731982977 0.6709402131146884 -10.601829679042403
-1.444050148467266 -9.378416027073094 -8.06198804 0.7388465739859609 0.6561353479093767 0.70878657586 -9.421899941384062
-3.977339522478719 -14.521255035659022 0.8686 0.8995629237586382 -8.412796316093258 0.833614 -11.83767276062034
-13.659580706812612 -14.492 0.9417703563558067 0.9555244211451503 0.7866814719067412 1.0 -16.759999999999998
1.0073764848158615 -14.490229643644192 0.8510942359704627 0.94 0.898 0.8686 -20.0
1.051068334727668 -10.057224230512452 0.84802 0.8548554840401759 0.8366236058048715 0.7197887089678177 -10.981788983489343
1.0081847290157468 -16.759999999999998 0.8381401542342389 0.6822080382459698 0.8788747221366062 0.876133807221335 -9.6358189556
1.039565562711474 -11.77429826031653 0.8172318374899519 0.706463412621391 0.8686 0.882769478940174 -12.889516224398538
-1.2370128967131575 -11.056772 0.7806754 0.7937925802057679 0.8534995620495933 0.8717159895414658 -12.92888
-0.124227314690594 -10.470609199999998 0.837064 0.8090681559521665 0.833614 0.8527115083372939 -10.11978164
-1.379636015173814 -12.935936 0.8214091290991795 0.8930397152928917 0.7763384808642884 0.94 -11.046692
-13.667924158943569 -14.492 0.8465899842091601 0.9412208621570616 0.7919938 0.840808 -12.9044
1.0380756332898362 -8.745668370238157 1.0045348326724934 0.8390951171041465 0.8214091290991795 0.7313906495413303 -11.757967278121097
1.1308877524486305 -8.225777374855683 0.8813768577115073 0.8791501668408301 0.8524426253095226 0.7971878021935879 -14.387424215898218
1.099986196002447 -8.301026980887967 0.8199625832459932 0.7545465167670852 0.958098242830594 0.8713680948248094 -10.045076710305388
1.114715759511494 -8.876566037647502 0.7395786011374001 0.7594066 0.8533209579087315 0.9585533354861492 -10.42668846604544
0.9199920211274746 -9.712167592675556 0.8605887999999999 0.6948390290891245 0.8419557984529102 0.8807968239687838 -10.531384209017729
-0.1562734222644405 -10.545003675722656 0.607082701153991 0.7005888859333945 0.7590171806787612 0.8349547163660406 -12.9613664
0.245559775381892 -9.45235415635632 0.6614452042144001 0.6327375682532406 0.679523962635789 0.6998296502176312 -9.6783811221509
-1.4001027768840415 -10.231204647932683 0.7317718385099752 0.7383404449471574 0.6206084248921727 0.7265554785621321 -9.974984705526282
0.2006803492220687 -10.2146415206528 0.7111626104582297 0.690722622324914 0.65910092699464 0.6798343324756336 -8.939362267693042
0.1923265802545281 -9.397417735640651 0.8348715572769237 0.6128841047626621 0.6571951620749031 0.6157651933538192 -9.262806678189746
1.0367878988545995 -9.19910973488147 0.6072440513501542 0.7914359962813865 0.6628759865387601 0.7358743047975713 -9.145846565031054
0.8881681318072243 -9.352556968801183 -9.34253504155996 0.7314977145787804 0.8240462603976171 0.589494921672484 -9.329060571066009
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-6.145721961794527 -13.02626662441616 0.74013839266 0.6183181887875201 -7.6101607667888 0.7264938740246305 -11.911127291984
-3.947986801882872 -8.666684562319999 0.7053277464159999 0.6805305774999222 0.6508901018344 0.843507232 -8.8307460566
0.1953496953832398 -4.202 0.77160616 0.72583213048 0.84412 0.7306720438553218 -6.81215984
-0.1605284292030062 -8.10371597813329 0.74859076 0.6742654142728959 0.77243416 0.6095651956409602 -9.21734667845095
-0.7034514707439196 -7.56062504 -8.456190956 0.84412 0.7168494354667112 0.65343429397264 -8.708853227119999
-6.182624749744768 -20.0 0.8686 0.8117089643409778 -2.06 0.94 -12.9044
-1.445621741158534 -16.759999999999998 0.9162423053931692 0.8686 0.8686 0.8542000000000001 -11.79308
-6.1883154829335485 -12.9044 0.898 0.8525043126492586 0.8135121532943607 0.898 -14.492
-13.649572620649735 -11.08013441848882 0.8379115337805797 0.8712165896299143 0.8134600000000001 0.830164 -9.88263772648882
1.0244845234926756 -12.896569896869972 0.9599427791879368 0.8134939369637793 0.7999759815111794 0.8203610633384233 1.0
1.2643103805346123 -10.85247520293979 0.9024149451280428 0.8503815232493576 0.8473050176925297 0.8607445558375874 -4.138565508671693
1.02158955848804 -11.00569248461056 0.8914630467610308 0.87352 0.9764386352581216 0.8679683726174287 -4.198884010458534
1.0457430432660757 -11.7745162415534 0.8284811077774614 0.8507440000000001 0.8351121405485845 0.8493128309094962 -5.683846752882888
-1.243120422039128 -11.02881584 0.8012405339366956 0.84412 0.8738925485811331 0.9527655534236844 -10.498503427323136
-9.269279270965528 -12.9415664 0.8258055667466059 0.8009834480399959 0.8605648 0.8954550459599665 -10.145849765219566
-2.4163134297534894 -12.920728448 0.8251820917290994 0.8507976006392234 0.7535786233804338 0.7594235280171014 -16.759999999999998
-0.1740131354741009 -12.935936 0.8610627628162038 0.996627675806616 0.7498972458653165 0.7823273707106804 -12.922345357806412
1.0462712351618215 -7.961372329413477 0.9728510574327311 0.8419656191172674 0.8115448000000001 0.8835999999999999 -6.723464169777695
1.2168257954494088 -7.404502459202684 0.8623015155093893 0.8453278463653919 0.8735485150966197 0.7296734280596069 -8.963842633113316
1.0601856637391385 -7.939051505855115 0.8296546545726831 0.7800468514521319 0.8987347964083877 0.8734263439730648 -7.934387624769175
1.0457695673342506 -8.584139276775947 0.7217862828893629 0.704169078721991 0.8618063417815627 0.876996097909914 -9.035918367059637
1.1378993399719994 -9.701549573676251 0.713419036318578 0.644156925719074 0.8340074521270093 0.8378351513374046 -9.617282258797015
0.7521894789189998 -9.709003389281632 0.6496046293801746 0.6953893712320001 0.7049133049880203 0.8714798515861493 -9.569018487658772
0.6447340941420013 -10.213567566562464 0.6803456763096376 0.6455317955702727 0.7499518464658392 0.7325884228892645 -9.651120813926024
-0.6559403159832218 -10.239651152480214 0.7746217458234901 0.6803447042947799 0.6715865340375353 0.690661357055952 -9.809689038997734
1.0224302288661 -9.34977345442483 0.6071267831083265 0.8109855691505821 0.644425360224506 0.6434522708744116 -9.221096497565387
0.7822678848884316 -9.478030143003783 -9.338058720868752 0.6440945248667493 0.7783326562042572 0.6039951951713076 -9.442584632905136
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
-20.0 -20.0 1.0 1.0 1.0 1.0 -20.0
0.9469482615729578 -9.375438203036818 0.6348424558772658 0.63929100251896 -9.283422647082658 0.6767047517698753 -9.404331502692992
-2.513231163310009 -9.79847680706336 0.7668265904608728 0.7681380814 0.6766592279481374 0.692302184941432 -12.958892768
0.9406826269203028 -9.373832170667365 0.5916712209602168 0.84802 0.6602989879504001 0.7353607370696688 -9.908356844
0.4231617003701085 -9.345227067484563 0.6495210144334618 0.6490321993068393 0.7272908023301312 0.6366068005562081 -9.467252367814645
0.8343072081993074 -9.27388469627446 -9.285912500696291 0.7670716 0.580510943427762 0.5796917401036816 -9.3695214307502
-6.186312445493557 -4.202 0.898 0.94 -4.216399999999999 0.86344 -14.5064
-6.145072279122466 -6.77546 0.94 0.898 0.83362 0.8686 -11.824616
-9.213811952794453 -14.509856 0.8382448 0.8076319191683876 0.87352 0.806404 -12.922256
-4.014036853636975 -12.9044 0.9256 0.8686 0.8032588 0.735659272 -16.777856
-4.0231374733124055 -9.558251405581576 0.8229089932107343 0.870404430576764 0.8176648000000001 0.70457172568 -10.131779288
-1.4467711425155296 -10.477922812916708 0.866943914354848 0.996294797060211 0.8068370633384234 0.7868453803106682 -10.481314206789266
1.040015777659681 -10.443474491967711 0.884229478921469 0.9011159895414658 0.8016531232500769 0.735353704 -10.439709340703594
1.0340704850999631 -9.608810435649428 0.9449011420981874 0.8608782527399439 0.8867403910208748 0.8267958090465671 -10.06324404475072
1.1403394857068876 -16.718134850927246 0.9215115993581928 0.7836353746768634 0.8834919581939034 0.9723998510619573 -11.681638523530664
1.056935166462567 -11.742932217216612 0.8022777040000001 0.8628292110303919 0.94786119900129 0.8480959849088436 -10.94806279853452
-1.403748148468472 -10.137270229968085 0.7677516515741989 0.7680830096575129 0.8717127006270805 0.8388461597677679 -10.506462161334614
-1.4135894719904136 -20.0 0.7861442487883828 0.7870546 0.7747777062653854 0.8861381215099584 -11.849668785872153
-2.303789657341277 -9.696731750624592 0.7522570820679383 0.8797280784314123 0.7551795997668787 0.833614 -12.9188
-0.0294014019235721 -10.50970159968526 0.8842881897339127 0.9366275295359112 0.73014096881653 0.7883316222193998 -9.575451295473052
1.0540865785523512 -7.428744038295464 0.8289361435212826 0.9128899911488858 0.7511582692106726 0.7476274964305496 -9.349419188138311
1.023259945586109 -4.1979804129010745 1.0 0.8389332670641162 0.867340316688382 0.8269839999999999 -10.45646901387929
1.0175881305725192 -8.781217251326412 0.8939791557297639 0.7838836277809611 0.859479655477606 0.8743775056037677 -12.9044
1.0485566224968947 -8.303652120296054 0.7290852874973393 0.8012715662204979 0.898 0.9481406004605386 -9.763389690535508
0.2001700833794144 -10.169729819710035 0.7109645908593116 0.674845914401544 0.8693417666425246 0.8179177889139949 -9.71920326156627
